id,in_usa,race,arm_id,context_batch_id,commitment,ethnicity,captcha,sex,option_preference,discriminated,option_attention,garbage,option_attention_truth,consent,age,batch_id,prolific_id
36,True,race_black,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,32.0,1,62348a6d578faf950d112cd3
37,True,race_white,1,1,yes,hisp_latin_spanish_no,Purple,male,0,False,1,False,1,True,23.0,1,5c99543c231ab00001eb5f73
38,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,35.0,1,604d6b35873197f34491a761
39,True,race_asian,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,21.0,1,5e9809d80c268a000ae24a39
40,True,race_white,1,1,yes,hisp_latin_spanish_yes,purple,female,0,False,1,False,1,True,25.0,1,656cb657db298e7230d7cba8
41,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,48.0,1,66872c63ccc1bc70180ae9d8
42,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,47.0,1,5cb2956621aca7001632f50b
43,True,"race_aian, race_black, race_white",1,1,yes,hisp_latin_spanish_yes,purple,male,0,False,1,False,1,True,33.0,1,63ed2550d0836aae9f270214
44,True,race_black,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,44.0,1,65c10efe2d3b8e53c08ce7fd
45,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,32.0,1,63ed259ca17a832b0b8b9e1c
46,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,False,0,False,0,True,26.0,1,5ce75cba06b9070019b6f1d5
47,True,,1,1,yes,,purple,,1,True,1,False,1,True,,1,5d61547443c13200193ccb12
48,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,40.0,1,60dc8fa8b033f9ddb272ab76
49,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,0,False,1,False,1,True,51.0,1,656e9941c494481576133163
50,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,39.0,1,6318c3b2f781fbd55e9663af
51,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,False,0,False,0,True,34.0,1,668be578e4448cdb5c53fb5d
52,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,False,0,False,0,True,40.0,1,60a56378aa5f55ddac516adc
53,True,race_black,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,21.0,1,668bee97bfe31ed5aa0f1dd1
54,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,34.0,1,62bf0e174650375f525c21bf
55,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,False,1,True,0,True,43.0,1,5dd33bd8f01cbe3350807cf6
56,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,False,0,False,0,True,44.0,1,5dd3581abca2e436d1c171cb
57,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,39.0,1,662ba946b5b5ad6649de4715
58,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,,0,True,0,False,0,True,28.0,1,5d12f0751fe594001925ffdc
59,True,race_white,1,1,yes,hisp_latin_spanish_yes,purple,female,0,True,0,False,0,True,41.0,1,5d1ba5653788ac0019ced548
60,True,"race_asian, race_white",1,1,yes,hisp_latin_spanish_no,purple,male,1,False,0,False,0,True,38.0,1,5825e7318cba990001adf031
61,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,0,False,1,False,1,True,40.0,1,60a41d04652281520e743490
62,True,race_white,1,1,yes,hisp_latin_spanish_yes,purple,female,0,True,0,False,0,True,33.0,1,5917a80890da230001914301
63,True,"race_white, race_other",1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,36.0,1,591b75f5e39e09000145b241
64,True,race_other,1,1,yes,hisp_latin_spanish_yes,purple,male,1,True,1,False,1,True,30.0,1,6684aca8413037e0890e98a7
65,True,race_asian,1,1,yes,hisp_latin_spanish_no,purple,female,1,False,0,False,0,True,27.0,1,65bfe825c8e91b3051f38c7f
66,True,race_white,1,1,yes,hisp_latin_spanish_no,Purple,female,0,False,1,False,1,True,36.0,1,63d4180ab574360ec6d6c9d6
67,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,False,1,True,0,True,43.0,1,5b4532ccc623ed00013d2a41
68,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,59.0,1,63cbfaf6ab54f6b8d8a054d7
69,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,59.0,1,5bdfa18a90edd30001c90bc8
70,True,race_white,1,1,yes,hisp_latin_spanish_yes,purple,male,0,True,0,False,0,True,33.0,1,5be1030c2b1e7d000178d718
71,True,"race_asian, race_white",1,1,yes,hisp_latin_spanish_no,purple,male,1,False,1,True,0,True,34.0,1,5ba85b52ce805400013f3955
72,True,race_black,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,40.0,1,65caa7c0f1403c9b8141857c
73,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,38.0,1,5e7a0da5c8327f0406f24b9a
74,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,0,False,1,False,1,True,30.0,1,5f80ad91828fad121b89f19b
75,True,race_other,1,1,yes,hisp_latin_spanish_yes,purple,male,1,False,0,False,0,True,30.0,1,66422c26051c1a2c318dbcc8
76,True,race_asian,1,1,yes,hisp_latin_spanish_no,purple,male,1,False,0,False,0,True,21.0,1,66623b50ab69ef83a0d8b6c4
77,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,0,False,1,False,1,True,24.0,1,5dedd99a3d36b24855532bb3
78,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,37.0,1,583c47973f1540000163f02b
79,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,46.0,1,592f1db78ad1ae0001937983
80,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,34.0,1,668959a7ecf71cb66cf9768a
81,True,race_white,1,1,yes,hisp_latin_spanish_yes,purple,male,0,True,0,False,0,True,41.0,1,6688c17f09ea0b87ff9b4333
82,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,36.0,1,5c26ff27bbcebf0001cc8eeb
83,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,0,True,1,True,59.0,1,5c8808098d2bbf0017e4b527
84,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,36.0,1,58350bfe8f7d460001e8ba7f
85,True,race_asian,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,31.0,1,542473a4fdf99b691fb38455
86,True,race_black,1,1,yes,hisp_latin_spanish_yes,purple,male,1,True,1,False,1,True,31.0,1,5abc517c1667e40001d80d68
87,True,race_asian,1,1,yes,hisp_latin_spanish_no,purple,male,1,False,0,False,0,True,30.0,1,59c3f1de8e6ea10001f7b9f4
88,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,32.0,1,66439df8cecf5fd276606155
89,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,24.0,1,60fdc9a0f143efb10074f66c
90,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,1,True,0,True,42.0,1,5efc7ce3a68c6601284caaf0
91,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,27.0,1,6100265154484509f0434d87
92,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,22.0,1,60fd80c426ac8c2b5da717b7
93,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,26.0,1,6079fd1b7a4fba956ebbffe7
94,True,race_black,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,27.0,1,64414f161baf4ec22ff38361
95,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,49.0,1,5ac19ba968b65b00018d3393
96,True,race_white,1,1,yes,hisp_latin_spanish_yes,purple,,0,True,0,False,0,True,36.0,1,655645fe6d83c19a5f536085
97,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,False,0,False,0,True,67.0,1,5898b6e256357700011c2c6b
98,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,27.0,1,55cb9fb2fdf99b45b781b3cb
99,True,race_black,1,1,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,46.0,1,614227ca2722b36a2e6a593b
100,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,0,False,1,False,1,True,27.0,1,5e1e1082baff6e17976ee3ad
101,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,0,False,1,False,1,True,36.0,1,60ebe5aeb6137d5f2b9f436f
102,True,"race_black, race_white",1,1,yes,hisp_latin_spanish_yes,purple,female,1,True,1,False,1,True,34.0,1,5be5edc29907dd00013b241b
103,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,False,0,False,0,True,42.0,1,5f4e5470ade9a50008e5df29
104,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,46.0,1,5c02adedc776820001bd6db8
105,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,33.0,1,628e96b9b7679f5464681a9a
106,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,False,0,False,0,True,27.0,1,60fe1e2e185eb1dfc03e422e
107,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,49.0,1,5e69262252db1208dd701f0d
108,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,47.0,1,5a8ccf78f1408d000176c496
109,True,race_white,1,1,yes,hisp_latin_spanish_no,purple ,female,1,True,1,True,1,True,26.0,1,61005994f00f5172f1ca3541
110,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,45.0,1,5aa2dcf36219a30001f57b7e
111,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,25.0,1,6686a311e31819970c7060d0
112,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,77.0,1,637b7f4d4d723fb9bbb2c506
113,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,False,0,False,0,True,39.0,1,5fb67312c33c0039e7ce8767
114,True,race_aian,1,1,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,39.0,1,559cb12dfdf99b4989fb18ed
115,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,30.0,1,663f5fad6202298784d35b0b
116,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,28.0,1,668ae69fb6258befd5b5ff61
117,True,race_asian,1,1,yes,hisp_latin_spanish_yes,purple,male,0,True,0,False,0,True,32.0,1,661e31a546f0b7a1feeb44d3
118,True,race_black,1,1,yes,hisp_latin_spanish_no,purple,female,1,False,0,False,0,True,47.0,1,667db5c15b72221838e4bef5
119,True,race_white,1,1,yes,hisp_latin_spanish_no,Purple,male,1,False,0,False,0,True,38.0,1,668bf2cb327ed068988718d5
120,True,race_white,1,1,yes,hisp_latin_spanish_no,Purple,male,0,True,0,False,0,True,29.0,1,5f165569283f061ba3d3766a
121,True,race_white,1,1,yes,hisp_latin_spanish_no,Purple,male,0,False,1,False,1,True,24.0,1,65e39c3264160e7a80569b26
122,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,45.0,1,5e3606315bfa435ce4d6246c
123,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,0,False,1,False,1,True,32.0,1,60130a7eb76cfa159cf92924
124,True,race_asian,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,34.0,1,6566c732569a039c1a6392cd
125,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,41.0,1,5dd2f0818950ba2f90b01bc1
126,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,False,0,False,0,True,27.0,1,6679bffe70c9df4d6ec57803
127,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,33.0,1,61018fd6e1c6509680d873d5
128,True,race_white,1,1,yes,hisp_latin_spanish_no,Purple,female,0,True,0,False,0,True,42.0,1,66533aab1791200ec7f2dda3
129,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,38.0,1,666c8d765bdc82181e7c2f37
130,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,28.0,1,61114900397e237bc7a0762e
131,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,28.0,1,59f22a9fd6380600018b2929
132,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,False,0,False,0,True,44.0,1,668b4631eb7d83097df38379
133,True,race_asian,1,1,yes,hisp_latin_spanish_no,purple,female,1,False,0,False,0,True,23.0,1,61592ea07347e286bca1955f
134,True,race_black,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,19.0,1,668c4dea047590ab96c39947
135,True,race_black,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,22.0,1,668a8c6131488112c40b826d
136,True,race_asian,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,28.0,1,5ef00061e45c1f1988455df5
137,True,"race_black, race_white",1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,58.0,1,5d16ab9b59da87001ac41a61
138,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,31.0,1,667d93d9f089b054b4893229
139,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,36.0,1,66352d0a67b94a03b2d0d18f
140,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,42.0,1,5a3aac19c478830001cc9e12
141,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,False,0,False,0,True,25.0,1,667d6fa426f7aaebe2568cef
142,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,81.0,1,66734988aa67148ada9252f0
143,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,41.0,1,5f6ac5bcc5ebb41a6e24bc70
144,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,64.0,1,57ac740478a38d00017cce22
145,True,race_white,1,1,yes,hisp_latin_spanish_yes,purple,male,0,False,0,True,1,True,39.0,1,65be1c3c9e0cc6b90d02f412
146,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,19.0,1,6629d34e05846b8ba3a04a5e
147,True,race_other,1,1,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,36.0,1,663f8bf4a6a0ec151fc7eb28
148,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,48.0,1,5ac2f7e35cd1050001621c00
149,True,race_black,1,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,34.0,1,666edd4812b81506cf77bc42
150,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,55.0,1,647654b5c93db305ae533763
151,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,29.0,1,60fdc94052605ef932c32723
152,True,race_white,1,1,yes,hisp_latin_spanish_no,Purple,male,1,True,1,False,1,True,70.0,1,6661e9d006648b364f7fa495
153,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,24.0,1,665a677a57546a49a3fca563
154,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,21.0,1,6310b35d758f80e9cf3f4e41
155,True,race_black,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,46.0,1,64db7a4850be99df7d90917f
156,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,False,0,False,0,True,38.0,1,5ca999aacf827100165119f4
157,True,race_black,1,1,yes,hisp_latin_spanish_no,Purple,female,0,False,1,False,1,True,53.0,1,663f6cbf9167b22485df2fe1
158,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,False,0,False,0,True,40.0,1,668aa889a7254e992fe0aea8
159,True,race_white,1,1,yes,hisp_latin_spanish_no,Purple,female,1,True,1,False,1,True,50.0,1,5debf648a20dbe2ee18953a9
160,True,race_black,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,66.0,1,5bd212acb966600001c12376
161,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,38.0,1,5f24629d239fcb02d69a18d1
162,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,False,0,False,0,True,24.0,1,63fcd5c939fe3d0164cf8eb3
163,True,race_white,1,1,yes,hisp_latin_spanish_yes,purple,female,0,False,1,False,1,True,47.0,1,6549067ce0214a4aea3e713a
164,True,"race_aian, race_white",1,1,yes,hisp_latin_spanish_no,purple,female,1,False,0,False,0,True,30.0,1,5ecd649985aa0b0c194928bb
165,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,30.0,1,64151f08bb5879eb3a22d82b
166,True,race_black,1,1,yes,hisp_latin_spanish_yes,Purple,male,1,True,1,False,1,True,20.0,1,5f9ea47d6151d44526665c72
167,True,race_asian,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,22.0,1,65cb992e0bf0893411b80ee4
168,True,race_black,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,49.0,1,64d59329f652ebed1955560d
169,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,23.0,1,636578c6aa1228f8b15ee701
170,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,False,0,False,0,True,28.0,1,60d3736964ea8092eba95633
171,True,race_white,1,1,yes,hisp_latin_spanish_yes,purple,male,1,True,1,False,1,True,39.0,1,668413bb01a3e0079e7539b9
172,True,"race_aian, race_white",1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,48.0,1,5edceace34669404354ab615
173,True,"race_asian, race_white",1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,25.0,1,661d0b257a28a596c60285c5
174,True,race_black,1,1,yes,hisp_latin_spanish_yes,purple,female,1,True,1,False,1,True,56.0,1,642700bf265ab07308a02420
175,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,55.0,1,6400df7ae45255e4b745813e
176,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,35.0,1,60c14a3e834adb62102cffa0
177,True,race_black,1,1,yes,hisp_latin_spanish_no,purple,male,1,False,0,False,0,True,66.0,1,65f07f93bd026fceb1b349d5
178,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,52.0,1,6689ba41a73da63fd663ee25
179,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,38.0,1,5d0fb996286e1700010de2c1
180,True,race_asian,1,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,30.0,1,5ea3aa462d77061c2a8fc5d6
181,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,0,True,1,True,0,True,44.0,1,660dff93ef11b23566dd4af9
182,True,race_asian,1,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,28.0,1,5d3a10f0708b4f0001aa2513
183,True,race_white,1,1,yes,hisp_latin_spanish_no,Purple,female,1,True,1,False,1,True,42.0,1,60258b14dde99512dc57b339
184,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,56.0,1,5dde8961a4aa26f2f73d785b
185,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,64.0,1,571a3f73c97ad400083a2ea0
186,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,31.0,1,5e5e9f949ec7440200735db7
187,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,33.0,1,5f2058f49ba2a80e803b2614
188,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,False,0,False,0,True,30.0,1,63ea451d26e9af5be0b01d50
189,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,54.0,1,5b15d4dee9270900013c7967
190,True,race_black,1,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,26.0,1,66315843eece3dac070c3992
191,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,41.0,1,668d3ef0419bff325ae2793b
192,True,"race_asian, race_white",1,1,yes,hisp_latin_spanish_no,purple,female,1,False,0,False,0,True,36.0,1,5b9482266484de00018a93f4
193,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,43.0,1,6687f1e7d3fe7e3445251a71
194,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,48.0,1,66311d7d4c5357826bc90e2f
195,True,race_white,1,1,yes,hisp_latin_spanish_no,purple ,male,0,True,0,True,0,True,39.0,1,5e833e342598d4053db08f1f
196,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,47.0,1,66329abb8d822d4a70167e9e
197,True,race_aian,1,1,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,29.0,1,65a693cf341680ad6bb19863
198,True,race_white,1,1,yes,hisp_latin_spanish_no,Purple,female,0,True,0,False,0,True,58.0,1,63dc117ead87f37c5b39218b
199,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,26.0,1,6658b9b57408cb9554696a6f
200,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,False,0,False,0,True,28.0,1,6098641df70412762c9a9af8
201,True,race_asian,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,35.0,1,667f34222a938f35fe0e6093
202,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,21.0,1,668c24fd42878c38ea59f3e4
203,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,31.0,1,63f779127615013e0c299234
204,True,"race_white, race_other",1,1,yes,hisp_latin_spanish_yes,purple,male,1,True,1,False,1,True,41.0,1,60ae54561666056b2558ba4d
