id,in_usa,race,arm_id,context_batch_id,commitment,ethnicity,captcha,sex,option_preference,discriminated,option_attention,garbage,option_attention_truth,consent,age,batch_id,prolific_id
57,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,False,2,True,1,True,34.0,1,6170c5f5477bfe39fc9e8718
58,True,race_asian,1,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,23.0,1,5c1da8960091e40001c848d8
59,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,25.0,1,614e9a214fb1b9299ad7b75f
60,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,35.0,1,654147fc6232a5b9c9d09526
61,True,race_white,1,1,yes,hisp_latin_spanish_no,Purple,female,1,True,1,False,1,True,34.0,1,667058a077727da4e99ddb0b
62,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,37.0,1,6339d248a31798529a8cf2e4
63,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,0,False,1,False,1,True,48.0,1,5ea89a8b6b6ee52ee578a90a
64,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,False,0,False,0,True,33.0,1,5fec281aeae543d80d09fbc0
65,True,race_asian,1,1,yes,hisp_latin_spanish_yes,purple,male,0,True,0,False,0,True,28.0,1,6667efcb8f738fa4f10c8b2b
66,True,race_white,1,1,yes,hisp_latin_spanish_no,Purple,female,1,False,0,False,0,True,35.0,1,668ac2d21e1c6db3449f0be8
67,True,,1,1,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,31.0,1,5c7a33cf0b94ca000141292e
68,True,race_asian,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,32.0,1,6679be06905e63d240cfbdbc
69,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,21.0,1,60a2a07ce40bc46a1987457c
70,True,race_black,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,20.0,1,6689a99286c2cd5f71baa948
71,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,False,0,False,0,True,34.0,1,5ecff62cb1b0dc08775b33f4
72,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,29.0,1,60f6fc076c2dbdf1cd3a35c9
73,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,34.0,1,56bfba439f7a1e000afdcba9
74,True,"race_black, race_white",1,1,yes,hisp_latin_spanish_yes,purple,female,1,True,1,False,1,True,21.0,1,63d74e3aaea629a6c433f4c8
75,True,race_black,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,19.0,1,65bcf6293c40bd567b7b4a21
76,True,race_black,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,36.0,1,668b60bc0b9a2cfcdfa56eba
77,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,47.0,1,5d30d94d6c17550001d3ba17
78,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,48.0,1,6656599632102ab05c648640
79,True,race_asian,1,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,42.0,1,664fca1b80c40e812c41b889
80,True,"race_asian, race_white",1,1,yes,hisp_latin_spanish_no,purple,female,1,False,0,False,0,True,50.0,1,6605ba2377b3e0cd30992bce
81,True,race_white,1,1,yes,hisp_latin_spanish_yes,purple,female,0,False,1,False,1,True,43.0,1,63e5479f65b4fd95db6a9cd8
82,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,48.0,1,662945728093113a43ab8077
83,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,40.0,1,665f902e572a7d68c602f86d
84,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,25.0,1,63d250bd856656b62ed7fb74
85,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,False,0,False,0,True,53.0,1,65da4f25e6aead13f1542f60
86,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,20.0,1,666757bc4238753a8959185b
87,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,19.0,1,668be3dee373b5f7a21a2f05
88,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,45.0,1,62b1ddb9b98b2132e0843d26
89,True,race_asian,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,20.0,1,5f16ff89ea30c001ece617bc
90,True,race_white,1,1,yes,hisp_latin_spanish_yes,purple,male,1,True,1,False,1,True,23.0,1,5e8d2a15babca60ec0af3f49
91,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,21.0,1,611132b18e9901b4cf5d24a6
92,True,"race_black, race_white",1,1,yes,hisp_latin_spanish_no,purple,,1,True,1,False,1,True,48.0,1,60451e0f0d94f161286383d9
93,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,0,False,1,False,1,True,23.0,1,5f9e394bfc6fc63e6317cf9f
94,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,32.0,1,6634676e7e1382ed37e18942
95,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,31.0,1,5faeb0771929e6000941ecc5
96,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,34.0,1,5ee7ef91dfec0f0e13b35bd7
97,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,27.0,1,6245c8c532cdc22633ecbf3f
98,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,False,0,False,0,True,60.0,1,60e4fb1c1f2200f3304c945d
99,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,25.0,1,667c402de1bc9de83a79bada
100,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,49.0,1,59f21fe8cc514a00011a66cf
101,True,race_white,1,1,yes,hisp_latin_spanish_no,Purple,male,0,True,0,False,0,True,23.0,1,65627f46dac1c6f8a0ea13a4
102,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,0,False,1,False,1,True,69.0,1,614e26c35cd6b957428a1b4c
103,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,33.0,1,5bd7ef36e4d5b00001a9b99e
104,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,47.0,1,5b6f73c4086b4600018c0636
105,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,58.0,1,65b537602cf1fbd4f77c7909
106,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,30.0,1,5d754511abfec00001d24e13
107,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,54.0,1,663d58381df2a0d308867447
108,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,58.0,1,668753bdb8d6ff7b0c6d348e
109,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,58.0,1,662af5d8a62b61fcf18e1acc
110,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,61.0,1,65e45ae4948a569d84ef3599
111,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,69.0,1,6665e60f1e2f8d963f8c393c
112,True,race_asian,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,20.0,1,63e6c2ad4d7fff41cb9670a2
113,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,False,0,False,0,True,29.0,1,6688915859b968386fbccc69
114,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,False,0,False,0,True,34.0,1,664666b9b8f9edf96e1883ab
115,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,36.0,1,60fe16e4ceea06b4799435c8
116,True,race_black,1,1,yes,hisp_latin_spanish_no,purple,male,0,False,1,False,1,True,19.0,1,63d43839677cd9a315302808
117,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,False,0,False,0,True,29.0,1,6680421f34b04afaf3dba2b1
118,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,66.0,1,642ae58a4893939dd32fd402
119,True,race_asian,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,28.0,1,583d5dd49c5f2a0001b85f40
120,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,63.0,1,5a5a507d76d1c60001ab2ac7
121,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,49.0,1,66514573b9a70d7b816ef18f
122,True,,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,27.0,1,6507138418738783463b1ec0
123,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,30.0,1,601ef852d1b8f23d0d9a3599
124,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,44.0,1,5f5bc08f1181c5355385f4e6
125,True,race_asian,1,1,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,21.0,1,610075f64592c2cdf34f55d7
126,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,62.0,1,60771cdcd1db34efd14d99f9
127,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,26.0,1,668c2f7cd5fe655bd1f228b4
128,True,race_asian,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,28.0,1,6113aa1a4874aefe7be5ef75
129,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,46.0,1,63bd8d4ca46f8313570e6fa4
130,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,43.0,1,6563eccd175724ea7f187645
131,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,23.0,1,6100d28f1e251a6dff92f0df
132,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,29.0,1,5f5561166d9ce792e07134e2
133,True,race_black,1,1,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,52.0,1,5565e1e0fdf99b5a0e22d11a
134,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,False,0,False,0,True,38.0,1,63d837ea31c724120707fc22
135,True,race_other,1,1,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,22.0,1,611fd5c03b9654834bd4af0e
136,True,"race_asian, race_nhpi",1,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,42.0,1,5efe907ba8384039f55a9625
137,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,66.0,1,5de91f07c04503000a6922ee
138,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,48.0,1,5a68f15b31b87a0001c75c00
139,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,51.0,1,6655758a754c61f7caff2c9c
140,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,61.0,1,5ff37a5efef4d1949c2472be
141,True,race_black,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,26.0,1,655fa0d4e8fa618206e98d4d
142,True,race_asian,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,32.0,1,5f710cf8423f15749e53499b
143,True,race_asian,1,1,yes,hisp_latin_spanish_no,purple,male,1,False,0,False,0,True,29.0,1,6676f46761b626d33b48d89a
144,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,0,False,1,False,1,True,22.0,1,6083184eb3661eb3b787a1a8
145,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,False,0,False,0,True,40.0,1,5a22d662d6fdbc00011c92ce
146,True,race_black,1,1,yes,hisp_latin_spanish_no,purple,male,0,False,1,False,1,True,33.0,1,5d1aa9db716058001a060031
147,True,race_white,1,1,yes,hisp_latin_spanish_yes,purple,female,0,True,0,False,0,True,32.0,1,666096aa3e8745239c08f8b1
148,True,race_black,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,21.0,1,663e4438754ce64c6816c698
149,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,26.0,1,663e43e8f610c4c7e9612447
150,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,44.0,1,66896683646697a90b5e5bbe
151,True,race_white,1,1,yes,hisp_latin_spanish_yes,purple,female,0,True,0,False,0,True,49.0,1,63a7c3808990808d9d6f2a14
152,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,23.0,1,668556a4dc0c26ee6d832f7d
153,True,"race_white, race_other",1,1,yes,hisp_latin_spanish_yes,purple,male,0,True,0,False,0,True,33.0,1,5fdf213eeae543727a6624e3
154,True,race_black,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,33.0,1,657f437d4d626c5f83d1adaa
155,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,,0,True,0,False,0,True,36.0,1,5c4715cd259d2d0001875b78
156,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,30.0,1,66881478c2ed5733c502b9b5
157,True,race_asian,1,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,31.0,1,665f1457cb7b496182e79217
158,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,41.0,1,63eeb8307336840f14b9330e
159,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,27.0,1,663a5eca2a88610025bc7e8a
160,True,race_white,1,1,yes,hisp_latin_spanish_yes,purple,female,1,True,1,False,1,True,43.0,1,5afdb563c7b67200016060ee
161,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,35.0,1,650a2466738bb786a6c7849b
162,True,race_black,1,1,yes,hisp_latin_spanish_yes,purple,female,0,False,1,False,1,True,41.0,1,5d8c34d571fe8b00196fd24a
163,True,race_white,1,1,yes,hisp_latin_spanish_no,purple ,female,0,False,1,True,1,True,63.0,1,6660f49d0e4ea1b1aa324bf1
164,True,race_other,1,1,yes,hisp_latin_spanish_yes,purple,female,0,True,0,False,0,True,29.0,1,63279085ec65a992cc521187
165,True,race_white,1,1,yes,hisp_latin_spanish_no,Purple,male,1,True,1,False,1,True,36.0,1,668b35eca7254e992fe0cd29
166,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,30.0,1,664665cfc1f4fd7bddecec15
167,True,race_white,1,1,yes,hisp_latin_spanish_no,Purple ,female,0,True,0,True,0,True,31.0,1,66356eb149be5e33b14caa54
168,True,race_black,1,1,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,30.0,1,6684058a1289e2de76a8ea3a
169,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,42.0,1,6684a9b491cb2d5ca31afbb0
170,True,race_asian,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,28.0,1,5f3720ac601a361a586e3aa2
172,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,34.0,1,5ea0ca5455a2bd0bd53dbacc
173,True,race_asian,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,31.0,1,667ec9850425d9b0d8af8ccd
174,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,44.0,1,609e416f2662bd18ea7dcd4c
175,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,27.0,1,609c5565b5087bddf91589a9
176,True,,1,1,yes,,purple,female,0,True,0,False,0,True,24.0,1,60da8c7e85ec8877f716b3e1
177,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,25.0,1,668b0aa60b9a2cfcdfa55ead
178,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,23.0,1,6277d6ac2004cea3140ca4ff
179,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,False,0,False,0,True,28.0,1,5ced2e280b20970017acee91
180,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,22.0,1,668c2c3b1c453af22c1e1e31
181,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,66.0,1,5e5c03ab6a255b3ece760715
182,True,race_black,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,23.0,1,610369052748ee032748d75a
183,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,41.0,1,569c0c9a9e836300052ffa4a
171,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,29.0,1,60a55d4bb6bd9be6c95b89eb
184,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,22.0,1,6689ea627c15ef8634f1d3af
185,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,40.0,1,5f171b6978c6ae032e458f06
186,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,31.0,1,5c4689c8b05faa0001d63608
187,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,,0,True,0,False,0,True,21.0,1,60db3eeb564183360082d3a7
188,True,race_white,1,1,yes,hisp_latin_spanish_yes,purple,male,0,False,0,True,1,True,24.0,1,6689408630ac864c8da58e9b
189,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,23.0,1,60ff1539d9a91f7b81bb2806
190,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,False,0,False,0,True,36.0,1,65366fac14a02ad857b2b94e
191,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,,1,False,0,False,0,True,43.0,1,6293930a73a8649bd00fc052
192,True,race_white,1,1,yes,hisp_latin_spanish_yes,purple,male,1,True,1,False,1,True,32.0,1,664d1d1ea354afdb587d4055
193,True,race_white,1,1,yes,hisp_latin_spanish_no,Purple ,female,1,True,1,True,1,True,47.0,1,6688948b8b59abf8d73e1276
194,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,0,False,1,False,1,True,31.0,1,5bef87523d79ff0001275154
195,True,race_black,1,1,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,33.0,1,66786fd4594ab649c244de43
196,True,"race_asian, race_white",1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,42.0,1,6688479da462d552794dbd46
197,True,race_aian,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,28.0,1,5adbc051f6b58c0001fa3bbe
198,True,race_black,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,58.0,1,668c55226ad7e715b7944227
199,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,53.0,1,6689465fc8d3a43fd880a840
200,True,race_black,1,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,32.0,1,6676d1aa15fb7acb6c5eb7a3
201,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,25.0,1,5e48f4f7250a723762326141
202,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,False,0,False,0,True,37.0,1,5f45c6417f545e201ff6da76
203,True,"race_aian, race_white",1,1,yes,hisp_latin_spanish_yes,purple,male,1,True,1,False,1,True,20.0,1,63178c538ada3185c1cb6278
